id,key,value,type
322720782,power,tower,regular
322720788,power,tower,regular
322720789,power,tower,regular
322720790,power,tower,regular
322720791,power,tower,regular
322720795,power,tower,regular
322721005,power,tower,regular
322721012,power,tower,regular
322721013,power,tower,regular
322721067,power,tower,regular
322721068,power,tower,regular
322721083,power,tower,regular
322721679,power,tower,regular
322721681,power,tower,regular
322721690,power,tower,regular
322721734,power,tower,regular
322721751,power,tower,regular
322721843,power,tower,regular
322721846,power,tower,regular
322721873,power,tower,regular
322721876,power,tower,regular
322721878,power,tower,regular
322721900,power,tower,regular
322721914,power,tower,regular
322721930,power,tower,regular
322721939,power,tower,regular
322721949,power,tower,regular
322721952,power,tower,regular
322721953,power,tower,regular
322721987,power,tower,regular
322721989,power,tower,regular
322722017,power,tower,regular
322722022,power,tower,regular
322722056,power,tower,regular
322722121,power,tower,regular
322722175,power,tower,regular
322722208,power,tower,regular
322722230,power,tower,regular
322722239,power,tower,regular
322722253,power,tower,regular
322722264,power,tower,regular
322722270,power,tower,regular
322722273,power,tower,regular
322722284,power,tower,regular
322722289,power,tower,regular
322722291,power,tower,regular
322722318,power,tower,regular
322722319,power,tower,regular
322722447,power,tower,regular
322770856,ref,NRD,regular
322770856,name,Naroda,regular
322770856,railway,station,regular
322770858,railway,level_crossing,regular
322858002,building,yes,regular
322866991,railway,level_crossing,regular
322867002,railway,level_crossing,regular
322875864,power,tower,regular
322875868,power,tower,regular
322875949,power,tower,regular
322875997,power,tower,regular
322876080,power,tower,regular
322876375,power,tower,regular
322876564,power,tower,regular
322876834,power,tower,regular
322877115,power,tower,regular
322877299,power,tower,regular
322879082,power,tower,regular
322879099,power,tower,regular
322879241,power,tower,regular
322879284,power,tower,regular
322879404,power,tower,regular
322879412,power,tower,regular
322879413,power,tower,regular
322879420,power,tower,regular
322879454,power,tower,regular
322879693,power,tower,regular
322879769,power,tower,regular
322879847,power,tower,regular
322879891,power,tower,regular
322879939,power,tower,regular
322879952,power,tower,regular
322879982,power,tower,regular
322880038,power,tower,regular
322880107,power,tower,regular
322880223,power,tower,regular
322880546,power,tower,regular
322880875,power,tower,regular
322881024,power,tower,regular
322881474,power,tower,regular
322881618,power,tower,regular
322881753,power,tower,regular
322881774,power,tower,regular
322882291,power,tower,regular
322882322,power,tower,regular
322882574,power,tower,regular
322882769,power,tower,regular
322882915,power,tower,regular
322882932,power,tower,regular
322882994,power,tower,regular
322882995,power,tower,regular
322883071,power,tower,regular
322883097,power,tower,regular
322883100,power,tower,regular
322883103,power,tower,regular
322883266,power,tower,regular
322883322,power,tower,regular
322883450,power,tower,regular
322883817,power,tower,regular
322883825,power,tower,regular
322883833,power,tower,regular
322883851,power,tower,regular
322884048,power,tower,regular
322884049,power,tower,regular
322884293,power,tower,regular
322884654,power,tower,regular
322884793,power,tower,regular
322884945,power,tower,regular
322884955,power,tower,regular
322885135,power,tower,regular
322885228,power,tower,regular
322885236,power,tower,regular
322885292,power,tower,regular
322885297,power,tower,regular
322885341,power,tower,regular
322885662,power,tower,regular
322885664,power,tower,regular
322885669,power,tower,regular
322885718,power,tower,regular
322885732,power,tower,regular
322885734,power,tower,regular
322885736,power,tower,regular
322885846,power,tower,regular
322885962,power,tower,regular
322886084,power,tower,regular
322886166,power,tower,regular
322886186,power,tower,regular
322886716,power,tower,regular
322886751,power,tower,regular
322887140,power,tower,regular
322887175,power,tower,regular
322887224,power,tower,regular
322887620,power,tower,regular
322889089,power,tower,regular
322889455,power,tower,regular
322889458,power,tower,regular
322889736,power,tower,regular
322889934,power,tower,regular
322890036,power,tower,regular
322890064,power,tower,regular
322890174,power,tower,regular
322890222,power,tower,regular
322890246,power,tower,regular
322890305,power,tower,regular
322890340,power,tower,regular
322890457,power,tower,regular
322891196,power,tower,regular
322891258,power,tower,regular
322891263,power,tower,regular
322891285,power,tower,regular
322891390,power,tower,regular
322891391,power,tower,regular
322891564,power,tower,regular
322892173,power,tower,regular
322892177,power,tower,regular
322892303,power,tower,regular
322892320,power,tower,regular
322892432,power,tower,regular
322892484,power,tower,regular
322892501,power,tower,regular
322892520,power,tower,regular
322893678,power,tower,regular
322893703,power,tower,regular
322895922,power,tower,regular
322896012,power,tower,regular
322896023,power,tower,regular
322896029,power,tower,regular
322896058,power,tower,regular
322896059,power,tower,regular
322896060,power,tower,regular
322896061,power,tower,regular
322896073,power,tower,regular
322896074,power,tower,regular
322896081,power,tower,regular
322896087,power,tower,regular
322896092,power,tower,regular
322896094,power,tower,regular
322896095,power,tower,regular
322896097,power,tower,regular
322896106,power,tower,regular
322896111,power,tower,regular
322896118,power,tower,regular
322896300,power,tower,regular
322896512,power,tower,regular
322896513,power,tower,regular
322896593,power,tower,regular
322896598,power,tower,regular
322896601,power,tower,regular
322896653,power,tower,regular
322896690,power,tower,regular
322896706,power,tower,regular
322896707,power,tower,regular
322896783,power,tower,regular
322899204,power,tower,regular
322899205,power,tower,regular
322899207,power,tower,regular
322900848,power,tower,regular
322901042,power,tower,regular
322901269,power,tower,regular
322901633,power,tower,regular
322901697,power,tower,regular
322901762,power,tower,regular
322902432,power,tower,regular
322902446,power,tower,regular
322902839,power,tower,regular
322902857,power,tower,regular
322902915,power,tower,regular
322902917,power,tower,regular
322903163,power,tower,regular
322903175,power,tower,regular
322903194,power,tower,regular
322903254,power,tower,regular
322903291,power,tower,regular
322903371,power,tower,regular
322903378,power,tower,regular
322903423,power,tower,regular
322903648,power,tower,regular
322903681,power,tower,regular
322903756,power,tower,regular
322903772,power,tower,regular
322903855,power,tower,regular
322903897,power,tower,regular
322903925,power,tower,regular
322904036,power,tower,regular
322904071,power,tower,regular
322904078,power,tower,regular
322904096,power,tower,regular
322983248,railway,level_crossing,regular
322983251,railway,level_crossing,regular
322983346,ref,VTP,regular
322983346,name,Vastrapur,regular
322983346,railway,station,regular
323101093,railway,crossing,regular
323120091,name,Maninagar,regular
323120091,railway,station,regular
323120091,ref,MAN,regular
323120091,wikidata,Q6749778,regular
323120091,wikipedia,en:Maninagar railway station,regular
323136073,railway,level_crossing,regular
323152221,railway,level_crossing,regular
323187605,power,tower,regular
323188025,power,tower,regular
323188064,power,tower,regular
323188076,power,tower,regular
323188077,power,tower,regular
323188168,power,tower,regular
323188242,power,tower,regular
323188273,power,tower,regular
323189766,name,Sabarmati Junction,regular
323189766,railway,station,regular
323189766,wikidata,Q7395913,regular
323189766,wikipedia,en:Sabarmati Junction railway station,regular
323193216,power,tower,regular
323193406,power,tower,regular
323196634,power,tower,regular
323196756,power,tower,regular
323196772,power,tower,regular
323196989,power,tower,regular
323198215,power,tower,regular
323198281,power,tower,regular
323198995,power,tower,regular
323199041,power,tower,regular
323199046,power,tower,regular
323199057,power,tower,regular
323199128,power,tower,regular
323199140,power,tower,regular
323199199,power,tower,regular
323199946,power,tower,regular
323199971,power,tower,regular
323199999,power,tower,regular
323200030,power,tower,regular
323200039,power,tower,regular
323200049,power,tower,regular
323200050,power,tower,regular
323200062,power,tower,regular
323200131,power,tower,regular
323200161,power,tower,regular
323200188,power,tower,regular
323200256,power,tower,regular
323200272,power,tower,regular
323200330,power,tower,regular
323200352,power,tower,regular
323200395,power,tower,regular
323200518,power,tower,regular
323200563,power,tower,regular
323200667,power,tower,regular
323201334,power,tower,regular
323201341,power,tower,regular
323201353,power,tower,regular
323201485,power,tower,regular
323202373,power,tower,regular
323202379,power,tower,regular
323202484,power,tower,regular
323202519,power,tower,regular
323202550,power,tower,regular
323202585,power,tower,regular
323202725,power,tower,regular
323202753,power,tower,regular
323202835,power,tower,regular
323202853,power,tower,regular
323202877,power,tower,regular
323202879,power,tower,regular
323202880,power,tower,regular
323202922,power,tower,regular
323203014,power,tower,regular
323203042,power,tower,regular
323203046,power,tower,regular
323203065,power,tower,regular
323203072,power,tower,regular
323204278,power,tower,regular
323204386,power,tower,regular
323204406,power,tower,regular
323204421,power,tower,regular
323204471,power,tower,regular
323204472,power,tower,regular
323204474,power,tower,regular
323204475,power,tower,regular
323204482,power,tower,regular
323204516,power,tower,regular
323204518,power,tower,regular
323204520,power,tower,regular
323204523,power,tower,regular
323204526,power,tower,regular
323204621,power,tower,regular
323204625,power,tower,regular
323204659,power,tower,regular
323214439,power,tower,regular
323214440,power,tower,regular
323214474,power,tower,regular
323214698,power,tower,regular
323214789,power,tower,regular
323214824,power,tower,regular
323214868,power,tower,regular
323214936,power,tower,regular
323214968,power,tower,regular
323215000,power,tower,regular
323215165,power,tower,regular
323215261,power,tower,regular
323215270,power,tower,regular
323215355,power,tower,regular
323215434,power,tower,regular
323215446,power,tower,regular
323215457,power,tower,regular
323215506,power,tower,regular
323215577,power,tower,regular
323215649,power,tower,regular
323215708,power,tower,regular
323215719,power,tower,regular
323215721,power,tower,regular
323215937,power,tower,regular
323215950,power,tower,regular
323215967,power,tower,regular
323215987,power,tower,regular
323216017,power,tower,regular
323216073,power,tower,regular
323216122,power,tower,regular
323216446,power,tower,regular
323216553,power,tower,regular
323216652,power,tower,regular
323217394,power,tower,regular
323217668,power,tower,regular
323217727,power,tower,regular
323217728,power,tower,regular
323217729,power,tower,regular
323217730,power,tower,regular
323217745,power,tower,regular
323217767,power,tower,regular
323217773,power,tower,regular
323217826,power,tower,regular
323218070,power,tower,regular
323218288,power,tower,regular
323218335,power,tower,regular
323218374,power,tower,regular
323218433,power,tower,regular
323218471,power,tower,regular
323218514,power,tower,regular
323218531,power,tower,regular
323218558,power,tower,regular
323218570,power,tower,regular
323218571,power,tower,regular
323218575,power,tower,regular
323218577,power,tower,regular
323218588,power,tower,regular
323218606,power,tower,regular
323218657,power,tower,regular
323219120,power,tower,regular
323219139,power,tower,regular
323219203,power,tower,regular
323219250,power,tower,regular
323219308,power,tower,regular
323219374,power,tower,regular
323219434,power,tower,regular
323219473,power,tower,regular
323219494,power,tower,regular
323219698,power,tower,regular
323219726,power,tower,regular
323220001,power,tower,regular
323220173,power,tower,regular
323220279,power,tower,regular
323220355,power,tower,regular
323220473,power,tower,regular
323220540,power,tower,regular
323220982,power,tower,regular
323221016,power,tower,regular
323221041,power,tower,regular
323221223,power,tower,regular
323221325,power,tower,regular
323221394,power,tower,regular
323221413,power,tower,regular
323222020,power,tower,regular
323222064,power,tower,regular
323222073,power,tower,regular
323222330,power,tower,regular
323222389,power,tower,regular
323222449,power,tower,regular
323222650,power,tower,regular
323222739,power,tower,regular
323222971,power,tower,regular
323223040,power,tower,regular
323223109,power,tower,regular
323223203,power,tower,regular
323223215,power,tower,regular
323223260,power,tower,regular
323223293,power,tower,regular
323223304,power,tower,regular
323223333,power,tower,regular
323223334,power,tower,regular
323223510,power,tower,regular
323223511,power,tower,regular
323223526,power,tower,regular
323223558,power,tower,regular
323223575,power,tower,regular
323223603,power,tower,regular
323223619,power,tower,regular
323223641,power,tower,regular
323223747,power,tower,regular
323224061,power,tower,regular
323224097,power,tower,regular
323226386,power,tower,regular
323226401,power,tower,regular
323226474,power,tower,regular
323226703,power,tower,regular
323226863,power,tower,regular
323226884,power,tower,regular
323228311,power,tower,regular
323228331,power,tower,regular
323228335,power,tower,regular
323228339,power,tower,regular
323228387,power,tower,regular
323228462,power,tower,regular
323228494,power,tower,regular
323228517,power,tower,regular
323228543,power,tower,regular
323228677,power,tower,regular
323228835,power,tower,regular
323228856,power,tower,regular
323228885,power,tower,regular
323228945,power,tower,regular
323229053,power,tower,regular
323229141,power,tower,regular
323229149,power,tower,regular
323229151,power,tower,regular
323229155,power,tower,regular
323229162,power,tower,regular
323229204,power,tower,regular
323229208,power,tower,regular
323229232,power,tower,regular
323230014,power,tower,regular
323230082,power,tower,regular
323230179,power,tower,regular
323230187,power,tower,regular
323231274,power,tower,regular
323231303,power,tower,regular
323231348,power,tower,regular
323231452,power,tower,regular
323231471,power,tower,regular
323231485,power,tower,regular
323231500,power,tower,regular
323231731,power,tower,regular
323231882,power,tower,regular
323231886,power,tower,regular
323231896,power,tower,regular
323231909,power,tower,regular
323232065,power,tower,regular
323232072,power,tower,regular
323232073,power,tower,regular
323232086,power,tower,regular
324996931,power,tower,regular
324997024,power,tower,regular
324997074,power,tower,regular
324997133,power,tower,regular
324997270,power,tower,regular
324997433,power,tower,regular
324997597,power,tower,regular
324997737,power,tower,regular
324998021,power,tower,regular
324998030,power,tower,regular
324998229,power,tower,regular
324998290,power,tower,regular
324998648,power,tower,regular
324998754,power,tower,regular
324998762,power,tower,regular
324999279,power,tower,regular
324999365,power,tower,regular
324999441,power,tower,regular
324999560,power,tower,regular
324999658,power,tower,regular
324999791,power,tower,regular
324999857,power,tower,regular
324999945,power,tower,regular
325000062,power,tower,regular
325000246,power,tower,regular
325000332,power,tower,regular
325000449,power,tower,regular
325000590,power,tower,regular
325000768,power,tower,regular
325000790,power,tower,regular
325001110,power,tower,regular
325001339,power,tower,regular
325003233,power,tower,regular
325004347,power,tower,regular
325004581,power,tower,regular
325004758,power,tower,regular
325004789,power,tower,regular
325005017,power,tower,regular
325005262,power,tower,regular
325005569,power,tower,regular
325005605,power,tower,regular
325006121,power,tower,regular
325006190,power,tower,regular
325006241,power,tower,regular
325006375,power,tower,regular
325006533,power,tower,regular
325006730,power,tower,regular
325006872,power,tower,regular
325032758,power,tower,regular
325033067,power,tower,regular
325033094,power,tower,regular
325033676,power,tower,regular
325033880,power,tower,regular
325033944,power,tower,regular
325034066,power,tower,regular
325034078,power,tower,regular
325034199,power,tower,regular
325034578,power,tower,regular
325034758,power,tower,regular
325034863,power,tower,regular
325035031,power,tower,regular
325035334,power,tower,regular
325035360,power,tower,regular
325037182,power,tower,regular
325037812,power,tower,regular
325037893,power,tower,regular
325037927,power,tower,regular
325038318,power,tower,regular
325038336,power,tower,regular
325038597,power,tower,regular
325038711,power,tower,regular
325038730,power,tower,regular
325038798,power,tower,regular
325039276,power,tower,regular
325039362,power,tower,regular
325039475,power,tower,regular
325039881,power,tower,regular
325039999,power,tower,regular
325040028,power,tower,regular
325040198,power,tower,regular
325040277,power,tower,regular
325040304,power,tower,regular
325040330,power,tower,regular
325040351,power,tower,regular
325040459,power,tower,regular
325040711,power,tower,regular
325040721,power,tower,regular
325040949,power,tower,regular
325041064,power,tower,regular
325041122,power,tower,regular
325041240,power,tower,regular
325041291,power,tower,regular
325041345,power,tower,regular
325041745,power,tower,regular
325042542,power,tower,regular
325042567,power,tower,regular
325043132,power,tower,regular
325045485,power,tower,regular
325045511,power,tower,regular
325045530,power,tower,regular
325045883,power,tower,regular
325045894,power,tower,regular
325046704,power,tower,regular
325046720,power,tower,regular
325046785,power,tower,regular
325046886,power,tower,regular
325047057,power,tower,regular
325047159,power,tower,regular
325047282,power,tower,regular
325047424,power,tower,regular
325047659,power,tower,regular
325047674,power,tower,regular
325048471,power,tower,regular
325048497,power,tower,regular
325048749,power,tower,regular
325048827,power,tower,regular
325048892,power,tower,regular
325049376,power,tower,regular
325050146,power,tower,regular
325050278,power,tower,regular
325050416,power,tower,regular
325050471,power,tower,regular
325050658,power,tower,regular
325052156,power,tower,regular
325052661,power,tower,regular
325052685,power,tower,regular
325053010,power,tower,regular
325053069,power,tower,regular
325053697,power,tower,regular
325053932,power,tower,regular
325054123,power,tower,regular
325054177,power,tower,regular
325056519,power,tower,regular
325056648,power,tower,regular
325056804,power,tower,regular
325057463,power,tower,regular
325057698,power,tower,regular
325057973,power,tower,regular
325063838,power,tower,regular
325063918,power,tower,regular
325064478,power,tower,regular
325064528,power,tower,regular
325064558,power,tower,regular
325064819,power,tower,regular
325064979,power,tower,regular
325064998,power,tower,regular
325065031,power,tower,regular
325065038,power,tower,regular
325065835,power,tower,regular
325065905,power,tower,regular
325066345,power,tower,regular
325066489,power,tower,regular
325066543,power,tower,regular
325066558,power,tower,regular
325066579,power,tower,regular
325066854,power,tower,regular
325066871,power,tower,regular
325066882,power,tower,regular
325066918,power,tower,regular
325066930,power,tower,regular
325067943,power,tower,regular
325068676,power,tower,regular
325068792,power,tower,regular
325069624,power,tower,regular
325069639,power,tower,regular
325069786,power,tower,regular
325069803,power,tower,regular
325071491,power,tower,regular
325072192,power,tower,regular
325073887,power,tower,regular
325073930,power,tower,regular
325074052,power,tower,regular
325074324,power,tower,regular
325074451,power,tower,regular
325074705,power,tower,regular
325074877,power,tower,regular
325074935,power,tower,regular
325074948,power,tower,regular
325075251,power,tower,regular
325075298,power,tower,regular
325075437,power,tower,regular
325075559,power,tower,regular
325075684,power,tower,regular
325075752,power,tower,regular
325076226,power,tower,regular
325076714,power,tower,regular
325077048,power,tower,regular
325077067,power,tower,regular
325077129,power,tower,regular
325077142,power,tower,regular
325077212,power,tower,regular
325077326,power,tower,regular
325077696,power,tower,regular
325077878,power,tower,regular
325079649,power,tower,regular
325080918,power,tower,regular
325081383,power,tower,regular
325081461,power,tower,regular
325081631,power,tower,regular
325081942,power,tower,regular
325082226,power,tower,regular
325082319,power,tower,regular
325082463,power,tower,regular
325082723,power,tower,regular
325082819,power,tower,regular
325082902,power,tower,regular
325082970,power,tower,regular
325083153,power,tower,regular
325083178,power,tower,regular
325083188,power,tower,regular
325083251,power,tower,regular
325083375,power,tower,regular
325083409,power,tower,regular
325083741,power,tower,regular
325083824,power,tower,regular
325083946,power,tower,regular
325085004,power,tower,regular
325085843,power,tower,regular
325085995,power,tower,regular
325086134,power,tower,regular
325086382,power,tower,regular
325086483,power,tower,regular
325086567,power,tower,regular
325086579,power,tower,regular
325086589,power,tower,regular
325086868,power,tower,regular
325086880,power,tower,regular
325086940,power,tower,regular
325086980,power,tower,regular
325087169,power,tower,regular
325087340,power,tower,regular
325087502,power,tower,regular
325087507,power,tower,regular
325087583,power,tower,regular
325087592,power,tower,regular
325088240,power,tower,regular
325088278,power,tower,regular
325088337,power,tower,regular
325088387,power,tower,regular
325088524,power,tower,regular
325088542,power,tower,regular
325089189,power,tower,regular
325089419,power,tower,regular
325089465,power,tower,regular
325089510,power,tower,regular
325089562,power,tower,regular
325089763,power,tower,regular
325089824,power,tower,regular
325089994,power,tower,regular
325090045,power,tower,regular
325090225,power,tower,regular
325090262,power,tower,regular
325090398,power,tower,regular
325090566,power,tower,regular
325090586,power,tower,regular
325090589,power,tower,regular
325090607,power,tower,regular
325090633,power,tower,regular
325090638,power,tower,regular
325090681,power,tower,regular
325090725,power,tower,regular
325091490,power,tower,regular
325091525,power,tower,regular
325091528,power,tower,regular
325091589,power,tower,regular
325091684,power,tower,regular
325091716,power,tower,regular
325091733,power,tower,regular
325091777,power,tower,regular
325091879,power,tower,regular
325091995,power,tower,regular
325092016,power,tower,regular
325092030,power,tower,regular
325092399,power,tower,regular
325092848,power,tower,regular
325092850,power,tower,regular
325092873,power,tower,regular
325093330,power,tower,regular
325093958,power,tower,regular
325094016,power,tower,regular
325094049,power,tower,regular
325094231,power,tower,regular
325094269,power,tower,regular
325094346,power,tower,regular
325094551,power,tower,regular
325094554,power,tower,regular
325094602,power,tower,regular
325094642,power,tower,regular
325094644,power,tower,regular
325094715,power,tower,regular
325094931,power,tower,regular
325094954,power,tower,regular
325094965,power,tower,regular
